NO_OF_FRAMES	946
NO_OF_DATA_TYPES	3
FREQUENCY	300
TIME_STAMP	2024-02-02, 15:30:35
DATA_INCLUDED	Position
DATA_TYPES	r_hip_pos_X	r_hip_pos_Y	r_hip_pos_Z


213.881	474.489	987.203
214.064	474.464	987.308
214.249	474.438	987.410
214.435	474.413	987.509
214.622	474.386	987.606
214.809	474.360	987.700
214.997	474.333	987.791
215.186	474.305	987.879
215.374	474.277	987.964
215.562	474.249	988.046
215.750	474.220	988.125
215.938	474.190	988.200
216.125	474.160	988.272
216.310	474.129	988.341
216.495	474.098	988.407
216.678	474.067	988.469
216.861	474.036	988.527
217.042	474.004	988.583
217.221	473.973	988.635
217.399	473.942	988.684
217.576	473.910	988.730
217.752	473.879	988.773
217.925	473.848	988.812
218.098	473.817	988.849
218.268	473.786	988.883
218.438	473.756	988.914
218.605	473.726	988.942
218.771	473.697	988.968
218.935	473.668	988.990
219.097	473.640	989.010
219.257	473.613	989.028
219.415	473.587	989.043
219.572	473.561	989.056
219.726	473.535	989.067
219.879	473.511	989.075
220.030	473.487	989.082
220.179	473.464	989.086
220.326	473.441	989.088
220.472	473.419	989.088
220.615	473.398	989.087
220.756	473.377	989.083
220.895	473.358	989.077
221.033	473.339	989.070
221.168	473.320	989.061
221.301	473.303	989.051
221.432	473.286	989.040
221.561	473.269	989.027
221.688	473.253	989.012
221.812	473.238	988.997
221.935	473.223	988.980
222.056	473.208	988.962
222.174	473.194	988.943
222.291	473.180	988.923
222.406	473.166	988.902
222.519	473.153	988.880
222.630	473.140	988.858
222.739	473.127	988.835
222.847	473.114	988.812
222.953	473.101	988.788
223.058	473.088	988.763
223.161	473.075	988.738
223.263	473.062	988.713
223.363	473.050	988.688
223.462	473.037	988.662
223.560	473.025	988.635
223.657	473.013	988.609
223.753	473.001	988.582
223.847	472.989	988.555
223.941	472.978	988.529
224.033	472.966	988.503
224.125	472.955	988.478
224.216	472.944	988.453
224.306	472.934	988.428
224.396	472.924	988.404
224.485	472.913	988.380
224.574	472.903	988.357
224.662	472.893	988.334
224.750	472.884	988.312
224.837	472.874	988.291
224.925	472.865	988.270
225.012	472.855	988.250
225.099	472.846	988.230
225.187	472.837	988.211
225.274	472.827	988.194
225.362	472.817	988.177
225.449	472.808	988.161
225.537	472.798	988.145
225.625	472.788	988.131
225.714	472.778	988.117
225.803	472.768	988.103
225.892	472.758	988.091
225.982	472.747	988.079
226.072	472.736	988.068
226.163	472.725	988.058
226.255	472.713	988.049
226.347	472.701	988.041
226.441	472.689	988.033
226.534	472.676	988.026
226.629	472.662	988.020
226.725	472.649	988.014
226.822	472.635	988.009
226.919	472.620	988.004
227.018	472.605	987.999
227.117	472.590	987.995
227.218	472.574	987.991
227.320	472.558	987.988
227.422	472.542	987.985
227.526	472.525	987.982
